"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
38,"HS-grad,","Married-spouse-absent,","Other-service,","Male,","35,","?,","<=50K"
30,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,","<=50K"
20,"Some-college,","Never-married,","Sales,","Male,","8,","India,","<=50K"
43,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,","<=50K"
25,"Some-college,","Never-married,","Tech-support,","Male,","25,","United-States,","<=50K"
39,"Masters,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
48,"Assoc-acdm,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
41,"HS-grad,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Adm-clerical,","Male,","30,","United-States,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","Yugoslavia,","<=50K"
25,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
57,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
39,"Some-college,","Married-civ-spouse,","Exec-managerial,","Female,","35,","Puerto-Rico,",">50K"
66,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
34,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
36,"Bachelors,","Divorced,","Prof-specialty,","Male,","40,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,","<=50K"
42,"Masters,","Divorced,","Prof-specialty,","Female,","45,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","70,","Canada,",">50K"
34,"HS-grad,","Never-married,","Protective-serv,","Male,","40,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Tech-support,","Female,","40,","United-States,","<=50K"
42,"Some-college,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Sales,","Male,","48,","United-States,","<=50K"
70,"Some-college,","Married-civ-spouse,","?,","Male,","30,","United-States,","<=50K"
32,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","Germany,",">50K"
42,"7th-8th,","Divorced,","Craft-repair,","Male,","25,","United-States,","<=50K"
21,"Assoc-voc,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Sales,","Male,","55,","United-States,","<=50K"
50,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
37,"Some-college,","Divorced,","Adm-clerical,","Female,","45,","United-States,","<=50K"
19,"11th,","Never-married,","?,","Female,","30,","United-States,","<=50K"
44,"Assoc-acdm,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
29,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
30,"Assoc-voc,","Married-civ-spouse,","Adm-clerical,","Female,","24,","United-States,","<=50K"
36,"Some-college,","Married-civ-spouse,","Sales,","Male,","44,","United-States,","<=50K"
49,"Bachelors,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
29,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
45,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
75,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","20,","United-States,",">50K"
42,"HS-grad,","Never-married,","Priv-house-serv,","Female,","40,","?,","<=50K"
37,"Assoc-acdm,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
51,"Bachelors,","Married-civ-spouse,","Machine-op-inspct,","Male,","25,","United-States,","<=50K"
61,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","48,","United-States,","<=50K"
33,"Assoc-acdm,","Never-married,","Exec-managerial,","Female,","55,","?,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
59,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Adm-clerical,","Female,","30,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","16,","United-States,","<=50K"
56,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,",">50K"
44,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
35,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
57,"HS-grad,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,",">50K"
27,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","20,","United-States,","<=50K"
30,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","?,","<=50K"
46,"11th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
48,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
61,"Bachelors,","Divorced,","Adm-clerical,","Male,","40,","United-States,",">50K"
33,"HS-grad,","Never-married,","Transport-moving,","Male,","87,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
58,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","65,","United-States,",">50K"
46,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
35,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
51,"Some-college,","Divorced,","Exec-managerial,","Female,","50,","United-States,","<=50K"
37,"12th,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
64,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","60,","China,","<=50K"
41,"HS-grad,","Never-married,","Craft-repair,","Male,","54,","United-States,","<=50K"
18,"11th,","Never-married,","Handlers-cleaners,","Male,","30,","United-States,","<=50K"
44,"11th,","Married-civ-spouse,","Farming-fishing,","Male,","88,","United-States,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","48,","United-States,",">50K"
33,"Some-college,","Separated,","Prof-specialty,","Male,","40,","United-States,",">50K"
37,"9th,","Separated,","Priv-house-serv,","Female,","16,","Mexico,","<=50K"
34,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Tech-support,","Female,","40,","?,","<=50K"
20,"Some-college,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
28,"Assoc-voc,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Transport-moving,","Male,","45,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Tech-support,","Male,","8,","United-States,","<=50K"
55,"Bachelors,","Divorced,","Adm-clerical,","Female,","73,","United-States,","<=50K"
20,"Some-college,","Never-married,","Prof-specialty,","Male,","35,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Farming-fishing,","Male,","70,","United-States,","<=50K"
40,"9th,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
54,"Some-college,","Divorced,","?,","Male,","50,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
25,"Some-college,","Never-married,","Exec-managerial,","Male,","46,","United-States,","<=50K"
18,"11th,","Never-married,","Other-service,","Male,","8,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
17,"12th,","Never-married,","Handlers-cleaners,","Male,","17,","United-States,","<=50K"
34,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
49,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
74,"HS-grad,","Widowed,","Adm-clerical,","Female,","40,","United-States,",">50K"
37,"HS-grad,","Divorced,","Farming-fishing,","Male,","40,","United-States,","<=50K"
20,"11th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","35,","United-States,",">50K"
34,"Bachelors,","Never-married,","Sales,","Male,","40,","United-States,",">50K"
30,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","Haiti,","<=50K"
44,"HS-grad,","Separated,","Adm-clerical,","Female,","40,","Puerto-Rico,","<=50K"
40,"10th,","Married-civ-spouse,","Other-service,","Female,","32,","United-States,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","Greece,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Sales,","Male,","25,","United-States,",">50K"
39,"HS-grad,","Never-married,","Other-service,","Male,","18,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
41,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","70,","United-States,",">50K"
29,"Masters,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
34,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","?,","Male,","15,","United-States,","<=50K"
27,"Preschool,","Married-civ-spouse,","Farming-fishing,","Male,","24,","Mexico,","<=50K"
54,"Some-college,","Divorced,","Craft-repair,","Female,","48,","United-States,","<=50K"
40,"HS-grad,","Widowed,","Machine-op-inspct,","Female,","37,","United-States,","<=50K"
19,"Some-college,","Never-married,","Sales,","Female,","25,","United-States,","<=50K"
17,"11th,","Never-married,","Other-service,","Male,","10,","United-States,","<=50K"
33,"Some-college,","Married-civ-spouse,","Sales,","Male,","52,","United-States,","<=50K"
80,"7th-8th,","Widowed,","Other-service,","Female,","24,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Craft-repair,","Male,","50,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","30,","United-States,",">50K"
21,"Some-college,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Divorced,","Adm-clerical,","Female,","38,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
42,"HS-grad,","Never-married,","Other-service,","Female,","24,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","48,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Female,","40,","United-States,","<=50K"
51,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","52,","United-States,","<=50K"
42,"Masters,","Never-married,","Exec-managerial,","Female,","60,","United-States,",">50K"
40,"Some-college,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
55,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
33,"HS-grad,","Never-married,","Other-service,","Male,","32,","United-States,","<=50K"
62,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,",">50K"
47,"10th,","Divorced,","Sales,","Female,","30,","United-States,","<=50K"
26,"12th,","Never-married,","Sales,","Male,","51,","United-States,","<=50K"
59,"HS-grad,","Married-spouse-absent,","Adm-clerical,","Female,","20,","Puerto-Rico,","<=50K"
70,"Some-college,","Widowed,","Adm-clerical,","Female,","17,","United-States,","<=50K"
26,"Some-college,","Never-married,","Adm-clerical,","Female,","20,","United-States,","<=50K"
47,"10th,","Married-civ-spouse,","Sales,","Male,","65,","United-States,","<=50K"
25,"Masters,","Never-married,","Exec-managerial,","Female,","43,","United-States,","<=50K"
52,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
67,"10th,","Married-civ-spouse,","Transport-moving,","Male,","20,","United-States,","<=50K"
34,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
53,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Adm-clerical,","Female,","35,","United-States,","<=50K"
39,"HS-grad,","Divorced,","Adm-clerical,","Male,","42,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
24,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
37,"HS-grad,","Separated,","Prof-specialty,","Female,","38,","United-States,","<=50K"
38,"10th,","Never-married,","Prof-specialty,","Male,","90,","United-States,",">50K"
41,"Masters,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","33,","United-States,","<=50K"
43,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
39,"Bachelors,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
49,"Masters,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","55,","United-States,",">50K"
43,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
54,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
53,"5th-6th,","Married-civ-spouse,","Sales,","Male,","40,","Mexico,",">50K"
57,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
29,"Bachelors,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
50,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","75,","United-States,",">50K"
50,"HS-grad,","Widowed,","Exec-managerial,","Female,","48,","South,","<=50K"
36,"HS-grad,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
31,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Adm-clerical,","Female,","10,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
38,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
39,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
18,"10th,","Never-married,","Farming-fishing,","Male,","36,","United-States,","<=50K"
33,"HS-grad,","Divorced,","Sales,","Male,","50,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
23,"Some-college,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
37,"Bachelors,","Separated,","Other-service,","Female,","36,","Philippines,","<=50K"
25,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","30,","United-States,","<=50K"
51,"Assoc-acdm,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
54,"11th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
66,"HS-grad,","Married-civ-spouse,","?,","Male,","30,","United-States,","<=50K"
32,"HS-grad,","Never-married,","Other-service,","Female,","13,","United-States,","<=50K"
37,"Bachelors,","Never-married,","Protective-serv,","Male,","55,","United-States,",">50K"
29,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
45,"Bachelors,","Married-civ-spouse,","Handlers-cleaners,","Male,","37,","United-States,","<=50K"
61,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
40,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Transport-moving,","Female,","49,","United-States,","<=50K"
49,"7th-8th,","Married-civ-spouse,","Machine-op-inspct,","Male,","38,","United-States,","<=50K"
51,"Masters,","Divorced,","Exec-managerial,","Male,","50,","United-States,",">50K"
34,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Separated,","?,","Female,","40,","Mexico,","<=50K"
20,"Some-college,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
30,"Some-college,","Divorced,","Adm-clerical,","Female,","37,","United-States,","<=50K"
49,"Masters,","Divorced,","Prof-specialty,","Male,","80,","Mexico,",">50K"
26,"Some-college,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
63,"10th,","Married-civ-spouse,","Adm-clerical,","Male,","45,","United-States,","<=50K"
36,"Assoc-acdm,","Never-married,","Transport-moving,","Male,","55,","Iran,","<=50K"
63,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
22,"HS-grad,","Never-married,","Adm-clerical,","Female,","10,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
31,"7th-8th,","Widowed,","Adm-clerical,","Female,","35,","United-States,","<=50K"
49,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","Canada,","<=50K"
35,"Masters,","Never-married,","Prof-specialty,","Male,","55,","?,",">50K"
23,"Bachelors,","Never-married,","Prof-specialty,","Female,","20,","United-States,","<=50K"
25,"Assoc-voc,","Never-married,","Sales,","Male,","40,","United-States,",">50K"
34,"HS-grad,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
44,"Some-college,","Divorced,","Machine-op-inspct,","Male,","35,","United-States,","<=50K"
33,"HS-grad,","Separated,","Transport-moving,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Male,","45,","United-States,","<=50K"
55,"11th,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
17,"11th,","Never-married,","?,","Female,","8,","United-States,","<=50K"
75,"HS-grad,","Divorced,","Sales,","Male,","15,","United-States,","<=50K"
61,"9th,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
53,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
26,"Assoc-acdm,","Married-civ-spouse,","Protective-serv,","Male,","45,","United-States,",">50K"
48,"Some-college,","Widowed,","Sales,","Male,","50,","United-States,",">50K"
28,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
30,"Bachelors,","Never-married,","?,","Female,","50,","Taiwan,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","45,","United-States,","<=50K"
25,"Some-college,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
43,"Bachelors,","Divorced,","Prof-specialty,","Female,","55,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
34,"10th,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
55,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","30,","United-States,",">50K"
31,"Assoc-acdm,","Never-married,","Tech-support,","Male,","20,","United-States,","<=50K"
21,"Some-college,","Never-married,","?,","Female,","40,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","40,","Italy,","<=50K"
26,"Prof-school,","Never-married,","Prof-specialty,","Male,","50,","India,","<=50K"
26,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
44,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","52,","United-States,",">50K"
21,"HS-grad,","Never-married,","?,","Female,","30,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Adm-clerical,","Female,","30,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
19,"11th,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","40,","United-States,","<=50K"
61,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
28,"Some-college,","Married-civ-spouse,","Sales,","Male,","63,","South,","<=50K"
26,"Bachelors,","Never-married,","Farming-fishing,","Male,","40,","United-States,","<=50K"
64,"HS-grad,","Never-married,","Adm-clerical,","Female,","25,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
41,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
45,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
41,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
51,"11th,","Separated,","Other-service,","Female,","40,","Jamaica,","<=50K"
34,"Assoc-voc,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
33,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","45,","Germany,",">50K"
23,"Some-college,","Separated,","Other-service,","Male,","40,","United-States,",">50K"
35,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
41,"11th,","Divorced,","Priv-house-serv,","Female,","25,","Guatemala,","<=50K"
39,"Masters,","Never-married,","Craft-repair,","Female,","50,","United-States,","<=50K"
41,"Some-college,","Married-civ-spouse,","Sales,","Male,","55,","United-States,","<=50K"
33,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
25,"Some-college,","Never-married,","Exec-managerial,","Female,","45,","United-States,","<=50K"
25,"Some-college,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
77,"7th-8th,","Married-spouse-absent,","Adm-clerical,","Male,","20,","Italy,",">50K"
33,"Assoc-voc,","Never-married,","?,","Female,","40,","United-States,","<=50K"
66,"HS-grad,","Widowed,","Sales,","Female,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Sales,","Male,","35,","United-States,","<=50K"
44,"HS-grad,","Never-married,","Other-service,","Female,","38,","United-States,","<=50K"
45,"Masters,","Divorced,","Sales,","Female,","42,","United-States,",">50K"
28,"Some-college,","Never-married,","Sales,","Male,","50,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
39,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
33,"Bachelors,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
44,"HS-grad,","Married-spouse-absent,","Other-service,","Female,","40,","Jamaica,","<=50K"
62,"7th-8th,","Widowed,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
40,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
41,"HS-grad,","Never-married,","Other-service,","Male,","6,","Iran,","<=50K"
23,"Some-college,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
48,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","Italy,",">50K"
38,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
37,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
45,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","55,","United-States,",">50K"
29,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
66,"HS-grad,","Widowed,","Adm-clerical,","Female,","25,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Other-service,","Female,","50,","United-States,","<=50K"
23,"9th,","Never-married,","Handlers-cleaners,","Male,","39,","Mexico,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
39,"Masters,","Never-married,","Exec-managerial,","Female,","45,","United-States,","<=50K"
33,"HS-grad,","Never-married,","Transport-moving,","Male,","60,","United-States,","<=50K"
43,"Some-college,","Separated,","Sales,","Female,","10,","United-States,","<=50K"
27,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","99,","United-States,","<=50K"
33,"Some-college,","Separated,","Adm-clerical,","Male,","35,","United-States,","<=50K"
26,"5th-6th,","Married-civ-spouse,","Farming-fishing,","Male,","30,","Mexico,","<=50K"
56,"Masters,","Divorced,","Exec-managerial,","Male,","60,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Sales,","Male,","36,","United-States,","<=50K"
38,"Assoc-acdm,","Divorced,","Craft-repair,","Female,","40,","United-States,","<=50K"
90,"11th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
72,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","25,","United-States,",">50K"
20,"HS-grad,","Never-married,","Adm-clerical,","Female,","15,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","48,","United-States,","<=50K"
49,"11th,","Married-civ-spouse,","Transport-moving,","Male,","75,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
20,"Some-college,","Married-spouse-absent,","Sales,","Female,","18,","United-States,","<=50K"
57,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","South,","<=50K"
46,"Assoc-acdm,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
24,"Bachelors,","Never-married,","Sales,","Male,","55,","Jamaica,","<=50K"
49,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","45,","Greece,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","65,","United-States,","<=50K"
46,"Doctorate,","Never-married,","Prof-specialty,","Female,","50,","United-States,",">50K"
31,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
43,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
